Instance,alpha,# nodes,fleetSize,routeMaxCost,maxRouteCostFound,totalRouteCostFound, PJS Sol.,Time (s)
p2.2.k,0,21,2,22.50,22.31,44.56,205.00,0.000
p2.2.k,0.1,21,2,22.50,22.28,36.37,195.00,0.000
p2.2.k,0.2,21,2,22.50,22.28,36.37,195.00,0.000
p2.2.k,0.3,21,2,22.50,22.28,36.37,195.00,0.000
p2.2.k,0.4,21,2,22.50,22.28,36.37,195.00,0.000
p2.2.k,0.5,21,2,22.50,22.28,43.44,210.00,0.000
p2.2.k,0.6,21,2,22.50,22.28,44.03,255.00,0.000
p2.2.k,0.7,21,2,22.50,22.28,44.03,255.00,0.000
p2.2.k,0.8,21,2,22.50,22.28,44.03,255.00,0.000
p2.2.k,0.9,21,2,22.50,22.49,43.54,230.00,0.000
p2.2.k,1,21,2,22.50,22.49,43.96,250.00,0.000
p1.3.b,0,32,3,3.30,0.00,0.00,0.00,0.001
p1.3.b,0.1,32,3,3.30,0.00,0.00,0.00,0.000
p1.3.b,0.2,32,3,3.30,0.00,0.00,0.00,0.000
p1.3.b,0.3,32,3,3.30,0.00,0.00,0.00,0.000
p1.3.b,0.4,32,3,3.30,0.00,0.00,0.00,0.000
p1.3.b,0.5,32,3,3.30,0.00,0.00,0.00,0.000
p1.3.b,0.6,32,3,3.30,0.00,0.00,0.00,0.000
p1.3.b,0.7,32,3,3.30,0.00,0.00,0.00,0.000
p1.3.b,0.8,32,3,3.30,0.00,0.00,0.00,0.000
p1.3.b,0.9,32,3,3.30,0.00,0.00,0.00,0.000
p1.3.b,1,32,3,3.30,0.00,0.00,0.00,0.000
p4.4.b,0,100,4,15.00,0.00,0.00,0.00,0.006
p4.4.b,0.1,100,4,15.00,0.00,0.00,0.00,0.006
p4.4.b,0.2,100,4,15.00,0.00,0.00,0.00,0.006
p4.4.b,0.3,100,4,15.00,0.00,0.00,0.00,0.006
p4.4.b,0.4,100,4,15.00,0.00,0.00,0.00,0.006
p4.4.b,0.5,100,4,15.00,0.00,0.00,0.00,0.006
p4.4.b,0.6,100,4,15.00,0.00,0.00,0.00,0.006
p4.4.b,0.7,100,4,15.00,0.00,0.00,0.00,0.006
p4.4.b,0.8,100,4,15.00,0.00,0.00,0.00,0.006
p4.4.b,0.9,100,4,15.00,0.00,0.00,0.00,0.006
p4.4.b,1,100,4,15.00,0.00,0.00,0.00,0.006
p4.4.q,0,100,4,52.50,52.32,207.97,530.00,0.007
p4.4.q,0.1,100,4,52.50,52.47,205.33,552.00,0.008
p4.4.q,0.2,100,4,52.50,52.41,209.24,518.00,0.007
p4.4.q,0.3,100,4,52.50,52.18,207.23,665.00,0.007
p4.4.q,0.4,100,4,52.50,52.40,207.10,657.00,0.007
p4.4.q,0.5,100,4,52.50,52.38,199.48,683.00,0.007
p4.4.q,0.6,100,4,52.50,52.38,204.78,645.00,0.007
p4.4.q,0.7,100,4,52.50,52.27,205.97,640.00,0.006
p4.4.q,0.8,100,4,52.50,51.80,201.58,495.00,0.021
p4.4.q,0.9,100,4,52.50,52.43,194.63,578.00,0.007
p4.4.q,1,100,4,52.50,51.89,193.67,632.00,0.006
p6.3.j,0,64,3,20.00,19.89,59.49,552.00,0.003
p6.3.j,0.1,64,3,20.00,19.80,58.86,576.00,0.003
p6.3.j,0.2,64,3,20.00,19.80,58.86,576.00,0.003
p6.3.j,0.3,64,3,20.00,19.80,58.86,576.00,0.003
p6.3.j,0.4,64,3,20.00,19.80,58.86,582.00,0.003
p6.3.j,0.5,64,3,20.00,19.80,58.86,588.00,0.002
p6.3.j,0.6,64,3,20.00,19.80,58.86,588.00,0.003
p6.3.j,0.7,64,3,20.00,19.80,59.11,594.00,0.002
p6.3.j,0.8,64,3,20.00,19.80,59.11,594.00,0.002
p6.3.j,0.9,64,3,20.00,19.80,59.11,594.00,0.002
p6.3.j,1,64,3,20.00,19.80,59.08,588.00,0.002
p3.2.j,0,33,2,30.00,29.42,58.43,350.00,0.001
p3.2.j,0.1,33,2,30.00,29.91,58.77,350.00,0.001
p3.2.j,0.2,33,2,30.00,29.91,58.77,350.00,0.001
p3.2.j,0.3,33,2,30.00,29.91,58.77,350.00,0.001
p3.2.j,0.4,33,2,30.00,29.91,58.77,350.00,0.001
p3.2.j,0.5,33,2,30.00,29.50,58.70,380.00,0.001
p3.2.j,0.6,33,2,30.00,29.50,58.70,380.00,0.001
p3.2.j,0.7,33,2,30.00,29.66,58.73,360.00,0.001
p3.2.j,0.8,33,2,30.00,29.65,58.51,360.00,0.001
p3.2.j,0.9,33,2,30.00,29.64,58.64,380.00,0.001
p3.2.j,1,33,2,30.00,29.98,57.28,450.00,0.001
p3.4.a,0,33,4,3.80,0.00,0.00,0.00,0.001
p3.4.a,0.1,33,4,3.80,0.00,0.00,0.00,0.001
p3.4.a,0.2,33,4,3.80,0.00,0.00,0.00,0.001
p3.4.a,0.3,33,4,3.80,0.00,0.00,0.00,0.001
p3.4.a,0.4,33,4,3.80,0.00,0.00,0.00,0.001
p3.4.a,0.5,33,4,3.80,0.00,0.00,0.00,0.001
p3.4.a,0.6,33,4,3.80,0.00,0.00,0.00,0.001
p3.4.a,0.7,33,4,3.80,0.00,0.00,0.00,0.001
p3.4.a,0.8,33,4,3.80,0.00,0.00,0.00,0.001
p3.4.a,0.9,33,4,3.80,0.00,0.00,0.00,0.001
p3.4.a,1,33,4,3.80,0.00,0.00,0.00,0.001
p7.4.p,0,102,4,80.00,79.59,314.98,545.00,0.007
p7.4.p,0.1,102,4,80.00,79.46,314.80,587.00,0.008
p7.4.p,0.2,102,4,80.00,79.46,315.15,602.00,0.007
p7.4.p,0.3,102,4,80.00,79.68,310.19,635.00,0.007
p7.4.p,0.4,102,4,80.00,79.94,317.64,633.00,0.007
p7.4.p,0.5,102,4,80.00,79.95,317.50,673.00,0.007
p7.4.p,0.6,102,4,80.00,79.95,319.10,604.00,0.007
p7.4.p,0.7,102,4,80.00,79.96,312.59,625.00,0.007
p7.4.p,0.8,102,4,80.00,79.95,314.66,593.00,0.007
p7.4.p,0.9,102,4,80.00,80.00,310.21,567.00,0.008
p7.4.p,1,102,4,80.00,80.00,300.02,556.00,0.009
p7.2.r,0,102,2,180.00,179.48,351.25,432.00,0.008
p7.2.r,0.1,102,2,180.00,178.90,357.08,605.00,0.007
p7.2.r,0.2,102,2,180.00,179.81,358.83,627.00,0.006
p7.2.r,0.3,102,2,180.00,179.47,354.39,684.00,0.006
p7.2.r,0.4,102,2,180.00,179.53,351.66,703.00,0.007
p7.2.r,0.5,102,2,180.00,178.27,308.19,646.00,0.006
p7.2.r,0.6,102,2,180.00,167.13,311.67,563.00,0.007
p7.2.r,0.7,102,2,180.00,146.15,289.71,561.00,0.006
p7.2.r,0.8,102,2,180.00,149.30,291.27,641.00,0.006
p7.2.r,0.9,102,2,180.00,150.53,289.37,662.00,0.007
p7.2.r,1,102,2,180.00,167.06,321.70,669.00,0.006
p2.4.b,0,21,4,5.00,4.97,9.26,55.00,0.000
p2.4.b,0.1,21,4,5.00,4.97,9.26,55.00,0.000
p2.4.b,0.2,21,4,5.00,4.97,9.26,55.00,0.000
p2.4.b,0.3,21,4,5.00,4.97,9.26,55.00,0.000
p2.4.b,0.4,21,4,5.00,4.97,9.26,55.00,0.000
p2.4.b,0.5,21,4,5.00,4.97,9.26,55.00,0.000
p2.4.b,0.6,21,4,5.00,4.97,9.26,55.00,0.000
p2.4.b,0.7,21,4,5.00,4.97,9.26,55.00,0.000
p2.4.b,0.8,21,4,5.00,4.97,9.26,55.00,0.000
p2.4.b,0.9,21,4,5.00,4.97,9.26,55.00,0.000
p2.4.b,1,21,4,5.00,4.97,9.50,45.00,0.000
p6.2.e,0,64,2,17.50,17.34,34.68,228.00,0.003
p6.2.e,0.1,64,2,17.50,17.44,34.89,264.00,0.003
p6.2.e,0.2,64,2,17.50,17.44,34.89,264.00,0.003
p6.2.e,0.3,64,2,17.50,17.44,34.89,264.00,0.003
p6.2.e,0.4,64,2,17.50,17.44,34.89,264.00,0.003
p6.2.e,0.5,64,2,17.50,17.44,34.89,288.00,0.003
p6.2.e,0.6,64,2,17.50,17.44,34.89,294.00,0.003
p6.2.e,0.7,64,2,17.50,17.44,34.89,300.00,0.003
p6.2.e,0.8,64,2,17.50,17.44,34.89,300.00,0.003
p6.2.e,0.9,64,2,17.50,17.44,34.89,300.00,0.003
p6.2.e,1,64,2,17.50,17.43,34.86,216.00,0.003
p4.4.g,0,100,4,27.50,27.27,105.95,313.00,0.007
p4.4.g,0.1,100,4,27.50,27.27,108.34,309.00,0.007
p4.4.g,0.2,100,4,27.50,27.27,108.34,309.00,0.007
p4.4.g,0.3,100,4,27.50,27.27,106.90,307.00,0.008
p4.4.g,0.4,100,4,27.50,27.38,107.93,301.00,0.007
p4.4.g,0.5,100,4,27.50,27.38,109.24,316.00,0.007
p4.4.g,0.6,100,4,27.50,27.30,108.91,308.00,0.007
p4.4.g,0.7,100,4,27.50,27.32,108.86,288.00,0.022
p4.4.g,0.8,100,4,27.50,27.35,108.72,267.00,0.007
p4.4.g,0.9,100,4,27.50,27.35,108.56,288.00,0.007
p4.4.g,1,100,4,27.50,27.32,107.99,278.00,0.007
p6.3.h,0,64,3,16.70,16.65,49.88,312.00,0.003
p6.3.h,0.1,64,3,16.70,16.60,49.71,282.00,0.003
p6.3.h,0.2,64,3,16.70,16.60,49.71,282.00,0.003
p6.3.h,0.3,64,3,16.70,16.55,49.56,288.00,0.003
p6.3.h,0.4,64,3,16.70,16.55,49.45,288.00,0.003
p6.3.h,0.5,64,3,16.70,16.62,49.52,294.00,0.003
p6.3.h,0.6,64,3,16.70,16.62,49.52,294.00,0.003
p6.3.h,0.7,64,3,16.70,16.60,49.71,294.00,0.003
p6.3.h,0.8,64,3,16.70,16.60,49.71,294.00,0.003
p6.3.h,0.9,64,3,16.70,16.60,49.71,294.00,0.003
p6.3.h,1,64,3,16.70,16.56,49.43,264.00,0.003
p1.4.b,0,32,4,2.50,0.00,0.00,0.00,0.001
p1.4.b,0.1,32,4,2.50,0.00,0.00,0.00,0.001
p1.4.b,0.2,32,4,2.50,0.00,0.00,0.00,0.000
p1.4.b,0.3,32,4,2.50,0.00,0.00,0.00,0.000
p1.4.b,0.4,32,4,2.50,0.00,0.00,0.00,0.000
p1.4.b,0.5,32,4,2.50,0.00,0.00,0.00,0.000
p1.4.b,0.6,32,4,2.50,0.00,0.00,0.00,0.000
p1.4.b,0.7,32,4,2.50,0.00,0.00,0.00,0.000
p1.4.b,0.8,32,4,2.50,0.00,0.00,0.00,0.000
p1.4.b,0.9,32,4,2.50,0.00,0.00,0.00,0.001
p1.4.b,1,32,4,2.50,0.00,0.00,0.00,0.000
p1.4.i,0,32,4,11.50,11.13,41.31,50.00,0.001
p1.4.i,0.1,32,4,11.50,11.13,41.31,50.00,0.001
p1.4.i,0.2,32,4,11.50,11.13,41.31,50.00,0.001
p1.4.i,0.3,32,4,11.50,11.13,41.31,50.00,0.000
p1.4.i,0.4,32,4,11.50,11.13,41.31,50.00,0.001
p1.4.i,0.5,32,4,11.50,11.13,41.31,50.00,0.001
p1.4.i,0.6,32,4,11.50,11.13,29.95,45.00,0.001
p1.4.i,0.7,32,4,11.50,11.13,29.95,45.00,0.001
p1.4.i,0.8,32,4,11.50,11.13,29.95,45.00,0.001
p1.4.i,0.9,32,4,11.50,11.13,29.95,45.00,0.001
p1.4.i,1,32,4,11.50,11.13,29.95,45.00,0.001
p4.2.g,0,100,2,55.00,54.31,107.99,263.00,0.007
p4.2.g,0.1,100,2,55.00,55.00,107.89,336.00,0.007
p4.2.g,0.2,100,2,55.00,55.00,109.10,364.00,0.007
p4.2.g,0.3,100,2,55.00,54.90,109.75,393.00,0.007
p4.2.g,0.4,100,2,55.00,54.99,109.70,414.00,0.007
p4.2.g,0.5,100,2,55.00,53.68,104.30,413.00,0.006
p4.2.g,0.6,100,2,55.00,53.40,103.93,388.00,0.006
p4.2.g,0.7,100,2,55.00,54.25,104.19,322.00,0.006
p4.2.g,0.8,100,2,55.00,53.36,106.17,360.00,0.006
p4.2.g,0.9,100,2,55.00,54.80,107.88,328.00,0.006
p4.2.g,1,100,2,55.00,50.22,90.92,306.00,0.006
p1.2.m,0,32,2,32.50,32.28,62.37,120.00,0.001
p1.2.m,0.1,32,2,32.50,31.58,62.96,165.00,0.001
p1.2.m,0.2,32,2,32.50,31.58,62.96,165.00,0.001
p1.2.m,0.3,32,2,32.50,31.58,62.96,165.00,0.001
p1.2.m,0.4,32,2,32.50,31.58,62.96,165.00,0.001
p1.2.m,0.5,32,2,32.50,31.58,62.96,165.00,0.001
p1.2.m,0.6,32,2,32.50,32.30,63.68,180.00,0.001
p1.2.m,0.7,32,2,32.50,31.38,61.48,180.00,0.001
p1.2.m,0.8,32,2,32.50,31.38,61.48,180.00,0.001
p1.2.m,0.9,32,2,32.50,32.30,62.72,175.00,0.001
p1.2.m,1,32,2,32.50,29.55,57.08,160.00,0.001
p6.3.c,0,64,3,8.30,0.00,0.00,0.00,0.002
p6.3.c,0.1,64,3,8.30,0.00,0.00,0.00,0.002
p6.3.c,0.2,64,3,8.30,0.00,0.00,0.00,0.002
p6.3.c,0.3,64,3,8.30,0.00,0.00,0.00,0.002
p6.3.c,0.4,64,3,8.30,0.00,0.00,0.00,0.002
p6.3.c,0.5,64,3,8.30,0.00,0.00,0.00,0.002
p6.3.c,0.6,64,3,8.30,0.00,0.00,0.00,0.002
p6.3.c,0.7,64,3,8.30,0.00,0.00,0.00,0.002
p6.3.c,0.8,64,3,8.30,0.00,0.00,0.00,0.002
p6.3.c,0.9,64,3,8.30,0.00,0.00,0.00,0.002
p6.3.c,1,64,3,8.30,0.00,0.00,0.00,0.002
p7.2.h,0,102,2,80.00,79.59,159.05,321.00,0.007
p7.2.h,0.1,102,2,80.00,79.46,158.85,341.00,0.007
p7.2.h,0.2,102,2,80.00,79.16,156.95,333.00,0.007
p7.2.h,0.3,102,2,80.00,78.87,157.42,346.00,0.007
p7.2.h,0.4,102,2,80.00,79.94,159.77,360.00,0.007
p7.2.h,0.5,102,2,80.00,79.90,159.64,365.00,0.007
p7.2.h,0.6,102,2,80.00,79.91,159.82,327.00,0.007
p7.2.h,0.7,102,2,80.00,79.96,159.91,365.00,0.007
p7.2.h,0.8,102,2,80.00,79.95,158.24,343.00,0.007
p7.2.h,0.9,102,2,80.00,78.58,153.10,330.00,0.007
p7.2.h,1,102,2,80.00,77.08,145.49,316.00,0.007
p5.2.x,0,66,2,60.00,59.97,119.91,955.00,0.003
p5.2.x,0.1,66,2,60.00,57.64,108.71,1415.00,0.002
p5.2.x,0.2,66,2,60.00,57.64,108.71,1415.00,0.002
p5.2.x,0.3,66,2,60.00,57.64,108.71,1415.00,0.003
p5.2.x,0.4,66,2,60.00,57.64,108.71,1415.00,0.002
p5.2.x,0.5,66,2,60.00,57.64,108.71,1415.00,0.002
p5.2.x,0.6,66,2,60.00,57.64,108.71,1415.00,0.002
p5.2.x,0.7,66,2,60.00,57.64,108.71,1415.00,0.002
p5.2.x,0.8,66,2,60.00,57.64,108.71,1415.00,0.002
p5.2.x,0.9,66,2,60.00,57.64,108.71,1415.00,0.002
p5.2.x,1,66,2,60.00,56.05,107.04,1405.00,0.002
p5.3.p,0,66,3,26.70,26.69,78.90,685.00,0.003
p5.3.p,0.1,66,3,26.70,26.66,78.76,960.00,0.003
p5.3.p,0.2,66,3,26.70,26.66,78.76,960.00,0.003
p5.3.p,0.3,66,3,26.70,26.66,78.76,960.00,0.003
p5.3.p,0.4,66,3,26.70,26.66,78.76,960.00,0.003
p5.3.p,0.5,66,3,26.70,26.66,78.76,960.00,0.003
p5.3.p,0.6,66,3,26.70,26.66,78.76,960.00,0.003
p5.3.p,0.7,66,3,26.70,26.66,78.76,960.00,0.003
p5.3.p,0.8,66,3,26.70,26.66,78.76,960.00,0.003
p5.3.p,0.9,66,3,26.70,26.66,78.76,960.00,0.002
p5.3.p,1,66,3,26.70,26.66,78.76,960.00,0.002
p6.2.h,0,64,2,25.00,24.49,48.97,468.00,0.003
p6.2.h,0.1,64,2,25.00,24.38,48.75,648.00,0.005
p6.2.h,0.2,64,2,25.00,24.38,48.75,648.00,0.005
p6.2.h,0.3,64,2,25.00,24.38,48.75,648.00,0.005
p6.2.h,0.4,64,2,25.00,24.63,49.00,654.00,0.005
p6.2.h,0.5,64,2,25.00,24.63,49.00,654.00,0.003
p6.2.h,0.6,64,2,25.00,24.63,49.00,636.00,0.003
p6.2.h,0.7,64,2,25.00,24.63,49.00,642.00,0.004
p6.2.h,0.8,64,2,25.00,24.22,48.43,588.00,0.003
p6.2.h,0.9,64,2,25.00,24.22,48.43,588.00,0.003
p6.2.h,1,64,2,25.00,23.90,47.80,480.00,0.003
p1.4.n,0,32,4,17.50,17.48,68.82,120.00,0.001
p1.4.n,0.1,32,4,17.50,17.45,68.63,125.00,0.001
p1.4.n,0.2,32,4,17.50,17.45,68.63,125.00,0.001
p1.4.n,0.3,32,4,17.50,17.43,67.90,125.00,0.001
p1.4.n,0.4,32,4,17.50,17.43,67.90,125.00,0.001
p1.4.n,0.5,32,4,17.50,17.43,67.90,125.00,0.001
p1.4.n,0.6,32,4,17.50,17.43,67.90,125.00,0.001
p1.4.n,0.7,32,4,17.50,17.43,67.90,125.00,0.001
p1.4.n,0.8,32,4,17.50,17.43,68.01,125.00,0.001
p1.4.n,0.9,32,4,17.50,17.48,65.94,125.00,0.001
p1.4.n,1,32,4,17.50,17.48,65.10,115.00,0.001
p2.3.f,0,21,3,10.00,9.26,17.96,120.00,0.000
p2.3.f,0.1,21,3,10.00,9.13,17.73,120.00,0.000
p2.3.f,0.2,21,3,10.00,9.13,17.73,120.00,0.000
p2.3.f,0.3,21,3,10.00,9.13,17.73,120.00,0.000
p2.3.f,0.4,21,3,10.00,9.13,17.73,120.00,0.000
p2.3.f,0.5,21,3,10.00,9.13,17.73,120.00,0.000
p2.3.f,0.6,21,3,10.00,9.13,17.73,120.00,0.000
p2.3.f,0.7,21,3,10.00,9.13,17.73,120.00,0.000
p2.3.f,0.8,21,3,10.00,9.13,17.73,120.00,0.000
p2.3.f,0.9,21,3,10.00,9.51,18.66,120.00,0.000
p2.3.f,1,21,3,10.00,9.36,17.96,120.00,0.000
p6.4.f,0,64,4,10.00,0.00,0.00,0.00,0.002
p6.4.f,0.1,64,4,10.00,0.00,0.00,0.00,0.002
p6.4.f,0.2,64,4,10.00,0.00,0.00,0.00,0.002
p6.4.f,0.3,64,4,10.00,0.00,0.00,0.00,0.002
p6.4.f,0.4,64,4,10.00,0.00,0.00,0.00,0.003
p6.4.f,0.5,64,4,10.00,0.00,0.00,0.00,0.003
p6.4.f,0.6,64,4,10.00,0.00,0.00,0.00,0.002
p6.4.f,0.7,64,4,10.00,0.00,0.00,0.00,0.002
p6.4.f,0.8,64,4,10.00,0.00,0.00,0.00,0.002
p6.4.f,0.9,64,4,10.00,0.00,0.00,0.00,0.002
p6.4.f,1,64,4,10.00,0.00,0.00,0.00,0.002
p4.4.h,0,100,4,30.00,29.79,117.57,293.00,0.009
p4.4.h,0.1,100,4,30.00,29.89,117.71,355.00,0.008
p4.4.h,0.2,100,4,30.00,29.97,119.17,353.00,0.008
p4.4.h,0.3,100,4,30.00,29.98,117.80,326.00,0.007
p4.4.h,0.4,100,4,30.00,29.99,117.18,394.00,0.025
p4.4.h,0.5,100,4,30.00,29.99,118.62,365.00,0.008
p4.4.h,0.6,100,4,30.00,29.98,115.92,354.00,0.008
p4.4.h,0.7,100,4,30.00,29.89,115.33,359.00,0.008
p4.4.h,0.8,100,4,30.00,29.84,116.28,325.00,0.008
p4.4.h,0.9,100,4,30.00,29.96,118.64,287.00,0.007
p4.4.h,1,100,4,30.00,29.78,116.99,306.00,0.008
p6.3.d,0,64,3,10.00,0.00,0.00,0.00,0.002
p6.3.d,0.1,64,3,10.00,0.00,0.00,0.00,0.003
p6.3.d,0.2,64,3,10.00,0.00,0.00,0.00,0.002
p6.3.d,0.3,64,3,10.00,0.00,0.00,0.00,0.002
p6.3.d,0.4,64,3,10.00,0.00,0.00,0.00,0.002
p6.3.d,0.5,64,3,10.00,0.00,0.00,0.00,0.002
p6.3.d,0.6,64,3,10.00,0.00,0.00,0.00,0.003
p6.3.d,0.7,64,3,10.00,0.00,0.00,0.00,0.003
p6.3.d,0.8,64,3,10.00,0.00,0.00,0.00,0.003
p6.3.d,0.9,64,3,10.00,0.00,0.00,0.00,0.002
p6.3.d,1,64,3,10.00,0.00,0.00,0.00,0.002
p6.4.c,0,64,4,6.20,0.00,0.00,0.00,0.002
p6.4.c,0.1,64,4,6.20,0.00,0.00,0.00,0.003
p6.4.c,0.2,64,4,6.20,0.00,0.00,0.00,0.003
p6.4.c,0.3,64,4,6.20,0.00,0.00,0.00,0.003
p6.4.c,0.4,64,4,6.20,0.00,0.00,0.00,0.002
p6.4.c,0.5,64,4,6.20,0.00,0.00,0.00,0.002
p6.4.c,0.6,64,4,6.20,0.00,0.00,0.00,0.002
p6.4.c,0.7,64,4,6.20,0.00,0.00,0.00,0.002
p6.4.c,0.8,64,4,6.20,0.00,0.00,0.00,0.003
p6.4.c,0.9,64,4,6.20,0.00,0.00,0.00,0.002
p6.4.c,1,64,4,6.20,0.00,0.00,0.00,0.003
p6.3.f,0,64,3,13.30,0.00,0.00,0.00,0.002
p6.3.f,0.1,64,3,13.30,0.00,0.00,0.00,0.002
p6.3.f,0.2,64,3,13.30,0.00,0.00,0.00,0.002
p6.3.f,0.3,64,3,13.30,0.00,0.00,0.00,0.003
p6.3.f,0.4,64,3,13.30,0.00,0.00,0.00,0.002
p6.3.f,0.5,64,3,13.30,0.00,0.00,0.00,0.002
p6.3.f,0.6,64,3,13.30,0.00,0.00,0.00,0.003
p6.3.f,0.7,64,3,13.30,0.00,0.00,0.00,0.003
p6.3.f,0.8,64,3,13.30,0.00,0.00,0.00,0.002
p6.3.f,0.9,64,3,13.30,0.00,0.00,0.00,0.002
p6.3.f,1,64,3,13.30,0.00,0.00,0.00,0.003
p3.3.l,0,33,3,23.30,23.03,67.11,340.00,0.001
p3.3.l,0.1,33,3,23.30,23.03,68.17,370.00,0.001
p3.3.l,0.2,33,3,23.30,23.03,68.17,370.00,0.001
p3.3.l,0.3,33,3,23.30,23.03,68.17,370.00,0.001
p3.3.l,0.4,33,3,23.30,23.03,68.17,370.00,0.001
p3.3.l,0.5,33,3,23.30,23.18,67.97,400.00,0.001
p3.3.l,0.6,33,3,23.30,23.18,67.97,400.00,0.001
p3.3.l,0.7,33,3,23.30,23.18,67.97,400.00,0.001
p3.3.l,0.8,33,3,23.30,23.18,63.94,400.00,0.001
p3.3.l,0.9,33,3,23.30,22.90,68.05,390.00,0.001
p3.3.l,1,33,3,23.30,22.91,66.29,410.00,0.001
p3.3.m,0,33,3,25.00,24.95,73.51,350.00,0.001
p3.3.m,0.1,33,3,25.00,24.24,72.11,390.00,0.001
p3.3.m,0.2,33,3,25.00,24.24,72.11,390.00,0.001
p3.3.m,0.3,33,3,25.00,24.24,72.11,390.00,0.001
p3.3.m,0.4,33,3,25.00,24.24,72.11,390.00,0.001
p3.3.m,0.5,33,3,25.00,24.24,72.11,390.00,0.001
p3.3.m,0.6,33,3,25.00,24.24,72.11,390.00,0.001
p3.3.m,0.7,33,3,25.00,24.86,71.96,390.00,0.001
p3.3.m,0.8,33,3,25.00,24.92,73.48,380.00,0.001
p3.3.m,0.9,33,3,25.00,24.92,69.29,360.00,0.001
p3.3.m,1,33,3,25.00,24.24,65.38,370.00,0.001
p5.3.r,0,66,3,30.00,29.99,89.79,770.00,0.003
p5.3.r,0.1,66,3,30.00,26.68,79.41,975.00,0.004
p5.3.r,0.2,66,3,30.00,26.68,79.41,975.00,0.003
p5.3.r,0.3,66,3,30.00,26.68,79.41,975.00,0.003
p5.3.r,0.4,66,3,30.00,26.68,79.41,975.00,0.003
p5.3.r,0.5,66,3,30.00,26.68,79.41,975.00,0.003
p5.3.r,0.6,66,3,30.00,26.68,79.41,975.00,0.003
p5.3.r,0.7,66,3,30.00,26.68,79.41,975.00,0.003
p5.3.r,0.8,66,3,30.00,26.68,79.41,975.00,0.003
p5.3.r,0.9,66,3,30.00,26.68,79.41,975.00,0.003
p5.3.r,1,66,3,30.00,26.68,79.41,975.00,0.003
p5.3.f,0,66,3,10.00,9.73,28.99,105.00,0.003
p5.3.f,0.1,66,3,10.00,9.59,28.50,105.00,0.002
p5.3.f,0.2,66,3,10.00,9.59,28.50,105.00,0.003
p5.3.f,0.3,66,3,10.00,9.59,28.50,105.00,0.003
p5.3.f,0.4,66,3,10.00,9.59,28.50,105.00,0.002
p5.3.f,0.5,66,3,10.00,9.59,28.50,105.00,0.003
p5.3.f,0.6,66,3,10.00,9.59,28.50,105.00,0.002
p5.3.f,0.7,66,3,10.00,9.59,28.50,105.00,0.002
p5.3.f,0.8,66,3,10.00,9.59,28.50,105.00,0.003
p5.3.f,0.9,66,3,10.00,9.59,28.50,105.00,0.002
p5.3.f,1,66,3,10.00,9.59,28.50,105.00,0.003
p4.3.p,0,100,3,66.70,66.55,197.32,469.00,0.008
p4.3.p,0.1,100,3,66.70,66.55,197.93,515.00,0.008
p4.3.p,0.2,100,3,66.70,66.63,199.08,525.00,0.008
p4.3.p,0.3,100,3,66.70,65.80,194.49,573.00,0.008
p4.3.p,0.4,100,3,66.70,66.41,192.15,596.00,0.008
p4.3.p,0.5,100,3,66.70,66.58,190.84,669.00,0.007
p4.3.p,0.6,100,3,66.70,65.46,192.16,669.00,0.007
p4.3.p,0.7,100,3,66.70,66.13,183.67,556.00,0.007
p4.3.p,0.8,100,3,66.70,66.37,195.61,563.00,0.007
p4.3.p,0.9,100,3,66.70,60.30,161.15,469.00,0.008
p4.3.p,1,100,3,66.70,66.36,179.24,607.00,0.007
p5.4.r,0,66,4,22.50,22.47,89.11,705.00,0.004
p5.4.r,0.1,66,4,22.50,22.34,84.90,735.00,0.003
p5.4.r,0.2,66,4,22.50,22.34,84.90,735.00,0.004
p5.4.r,0.3,66,4,22.50,22.34,84.90,735.00,0.003
p5.4.r,0.4,66,4,22.50,22.34,84.90,735.00,0.003
p5.4.r,0.5,66,4,22.50,22.34,84.90,735.00,0.003
p5.4.r,0.6,66,4,22.50,22.34,84.90,735.00,0.003
p5.4.r,0.7,66,4,22.50,22.34,84.90,735.00,0.003
p5.4.r,0.8,66,4,22.50,22.34,84.90,735.00,0.003
p5.4.r,0.9,66,4,22.50,22.34,84.90,735.00,0.003
p5.4.r,1,66,4,22.50,22.34,84.90,735.00,0.003
p4.3.d,0,100,3,26.70,26.66,77.91,193.00,0.008
p4.3.d,0.1,100,3,26.70,26.67,77.92,196.00,0.007
p4.3.d,0.2,100,3,26.70,26.58,77.74,222.00,0.008
p4.3.d,0.3,100,3,26.70,26.58,79.06,213.00,0.008
p4.3.d,0.4,100,3,26.70,26.54,79.02,194.00,0.007
p4.3.d,0.5,100,3,26.70,26.60,78.28,213.00,0.008
p4.3.d,0.6,100,3,26.70,26.54,79.03,200.00,0.007
p4.3.d,0.7,100,3,26.70,26.65,79.15,209.00,0.008
p4.3.d,0.8,100,3,26.70,26.68,79.88,157.00,0.007
p4.3.d,0.9,100,3,26.70,26.65,79.64,152.00,0.008
p4.3.d,1,100,3,26.70,26.67,79.93,173.00,0.007
p4.4.l,0,100,4,40.00,39.89,154.09,445.00,0.008
p4.4.l,0.1,100,4,40.00,39.89,157.22,377.00,0.008
p4.4.l,0.2,100,4,40.00,39.72,154.81,452.00,0.023
p4.4.l,0.3,100,4,40.00,39.80,157.64,480.00,0.008
p4.4.l,0.4,100,4,40.00,39.81,155.26,514.00,0.007
p4.4.l,0.5,100,4,40.00,39.94,151.37,527.00,0.008
