Instance,alpha,# nodes,fleetSize,routeMaxCost,maxRouteCostFound,totalRouteCostFound, PJS Sol.,Time (s)
p1.4.a,1,32,4,1.20,0.00,0.00,0.00,0.000
p6.3.l,0,64,3,23.30,23.28,69.04,636.00,0.003
p6.3.l,0.1,64,3,23.30,23.10,69.16,774.00,0.002
p6.3.l,0.2,64,3,23.30,23.10,69.16,774.00,0.003
p6.3.l,0.3,64,3,23.30,23.10,69.16,774.00,0.003
p6.3.l,0.4,64,3,23.30,23.10,69.16,774.00,0.002
p6.3.l,0.5,64,3,23.30,23.10,69.16,750.00,0.002
p6.3.l,0.6,64,3,23.30,23.10,68.84,744.00,0.003
p6.3.l,0.7,64,3,23.30,23.13,69.34,756.00,0.003
p6.3.l,0.8,64,3,23.30,22.94,67.22,684.00,0.003
p6.3.l,0.9,64,3,23.30,22.94,67.22,684.00,0.003
p6.3.l,1,64,3,23.30,22.88,68.24,606.00,0.002
p2.2.i,0,21,2,19.00,18.84,37.22,190.00,0.000
p2.2.i,0.1,21,2,19.00,18.98,37.82,230.00,0.000
p2.2.i,0.2,21,2,19.00,18.98,37.82,230.00,0.000
p2.2.i,0.3,21,2,19.00,18.98,37.82,230.00,0.000
p2.2.i,0.4,21,2,19.00,18.88,37.50,230.00,0.000
p2.2.i,0.5,21,2,19.00,18.62,29.60,165.00,0.000
p2.2.i,0.6,21,2,19.00,18.62,36.89,220.00,0.000
p2.2.i,0.7,21,2,19.00,18.63,33.27,230.00,0.000
p2.2.i,0.8,21,2,19.00,18.63,33.27,230.00,0.000
p2.2.i,0.9,21,2,19.00,18.63,33.54,230.00,0.000
p2.2.i,1,21,2,19.00,17.71,31.96,230.00,0.000
p4.4.f,0,100,4,25.00,24.79,97.93,219.00,0.007
p4.4.f,0.1,100,4,25.00,24.81,97.95,224.00,0.021
p4.4.f,0.2,100,4,25.00,24.99,98.42,212.00,0.006
p4.4.f,0.3,100,4,25.00,24.99,96.35,218.00,0.006
p4.4.f,0.4,100,4,25.00,24.99,96.35,218.00,0.006
p4.4.f,0.5,100,4,25.00,24.99,95.56,206.00,0.006
p4.4.f,0.6,100,4,25.00,24.99,97.53,210.00,0.007
p4.4.f,0.7,100,4,25.00,24.99,98.49,199.00,0.007
p4.4.f,0.8,100,4,25.00,24.97,97.19,171.00,0.007
p4.4.f,0.9,100,4,25.00,24.97,97.91,182.00,0.007
p4.4.f,1,100,4,25.00,24.97,94.59,180.00,0.007
p4.2.h,0,100,2,60.00,59.89,118.94,309.00,0.008
p4.2.h,0.1,100,2,60.00,59.65,118.29,396.00,0.007
p4.2.h,0.2,100,2,60.00,59.89,119.54,387.00,0.009
p4.2.h,0.3,100,2,60.00,59.99,119.95,457.00,0.009
p4.2.h,0.4,100,2,60.00,59.94,116.01,439.00,0.007
p4.2.h,0.5,100,2,60.00,59.51,117.36,446.00,0.007
p4.2.h,0.6,100,2,60.00,59.51,118.98,443.00,0.007
p4.2.h,0.7,100,2,60.00,59.91,119.70,344.00,0.007
p4.2.h,0.8,100,2,60.00,58.49,106.05,336.00,0.007
p4.2.h,0.9,100,2,60.00,55.75,108.82,344.00,0.007
p4.2.h,1,100,2,60.00,59.95,100.64,307.00,0.006
p7.3.c,0,102,3,20.00,18.63,36.66,64.00,0.006
p7.3.c,0.1,102,3,20.00,18.63,36.66,64.00,0.007
p7.3.c,0.2,102,3,20.00,18.63,36.66,64.00,0.006
p7.3.c,0.3,102,3,20.00,18.63,36.66,64.00,0.006
p7.3.c,0.4,102,3,20.00,18.63,36.66,64.00,0.006
p7.3.c,0.5,102,3,20.00,18.63,36.66,64.00,0.006
p7.3.c,0.6,102,3,20.00,18.63,36.66,64.00,0.006
p7.3.c,0.7,102,3,20.00,18.63,36.66,64.00,0.006
p7.3.c,0.8,102,3,20.00,18.63,36.66,64.00,0.006
p7.3.c,0.9,102,3,20.00,18.63,36.66,64.00,0.006
p7.3.c,1,102,3,20.00,18.63,36.66,64.00,0.006
p3.2.a,0,33,2,7.50,6.59,6.59,70.00,0.001
p3.2.a,0.1,33,2,7.50,7.14,7.14,80.00,0.001
p3.2.a,0.2,33,2,7.50,7.14,7.14,80.00,0.001
p3.2.a,0.3,33,2,7.50,7.14,7.14,80.00,0.001
p3.2.a,0.4,33,2,7.50,7.14,7.14,80.00,0.001
p3.2.a,0.5,33,2,7.50,7.14,7.14,80.00,0.001
p3.2.a,0.6,33,2,7.50,7.14,7.14,80.00,0.001
p3.2.a,0.7,33,2,7.50,7.14,7.14,80.00,0.001
p3.2.a,0.8,33,2,7.50,7.14,7.14,80.00,0.001
p3.2.a,0.9,33,2,7.50,7.14,7.14,80.00,0.001
p3.2.a,1,33,2,7.50,5.42,10.27,80.00,0.001
p5.4.h,0,66,4,10.00,9.73,38.66,140.00,0.003
p5.4.h,0.1,66,4,10.00,9.59,37.82,140.00,0.002
p5.4.h,0.2,66,4,10.00,9.59,37.82,140.00,0.002
p5.4.h,0.3,66,4,10.00,9.59,37.82,140.00,0.002
p5.4.h,0.4,66,4,10.00,9.59,37.82,140.00,0.002
p5.4.h,0.5,66,4,10.00,9.59,37.82,140.00,0.002
p5.4.h,0.6,66,4,10.00,9.59,37.82,140.00,0.002
p5.4.h,0.7,66,4,10.00,9.59,37.82,140.00,0.002
p5.4.h,0.8,66,4,10.00,9.59,37.82,140.00,0.002
p5.4.h,0.9,66,4,10.00,9.59,37.82,140.00,0.002
p5.4.h,1,66,4,10.00,9.59,37.82,140.00,0.002
p4.3.i,0,100,3,43.30,43.25,129.66,299.00,0.007
p4.3.i,0.1,100,3,43.30,43.16,129.06,336.00,0.022
p4.3.i,0.2,100,3,43.30,42.99,128.56,394.00,0.008
p4.3.i,0.3,100,3,43.30,42.99,127.27,399.00,0.008
p4.3.i,0.4,100,3,43.30,43.02,127.80,406.00,0.008
p4.3.i,0.5,100,3,43.30,42.66,126.95,378.00,0.007
p4.3.i,0.6,100,3,43.30,43.27,124.97,411.00,0.007
p4.3.i,0.7,100,3,43.30,43.29,128.02,358.00,0.007
p4.3.i,0.8,100,3,43.30,41.81,123.57,359.00,0.008
p4.3.i,0.9,100,3,43.30,42.72,124.85,359.00,0.007
p4.3.i,1,100,3,43.30,42.32,117.54,286.00,0.007
p4.2.i,0,100,2,65.00,64.47,127.36,366.00,0.007
p4.2.i,0.1,100,2,65.00,64.81,129.53,389.00,0.007
p4.2.i,0.2,100,2,65.00,64.34,128.26,397.00,0.007
p4.2.i,0.3,100,2,65.00,64.55,128.84,415.00,0.007
p4.2.i,0.4,100,2,65.00,64.72,124.19,419.00,0.007
p4.2.i,0.5,100,2,65.00,64.01,119.45,437.00,0.006
p4.2.i,0.6,100,2,65.00,64.98,129.81,467.00,0.006
p4.2.i,0.7,100,2,65.00,64.60,128.62,389.00,0.006
p4.2.i,0.8,100,2,65.00,64.42,127.59,426.00,0.006
p4.2.i,0.9,100,2,65.00,55.75,108.82,344.00,0.007
p4.2.i,1,100,2,65.00,64.98,124.93,345.00,0.006
p4.4.s,0,100,4,57.50,57.47,228.40,570.00,0.007
p4.4.s,0.1,100,4,57.50,56.48,225.05,638.00,0.007
p4.4.s,0.2,100,4,57.50,57.40,227.48,730.00,0.006
p4.4.s,0.3,100,4,57.50,56.91,223.61,774.00,0.007
p4.4.s,0.4,100,4,57.50,57.49,226.41,724.00,0.006
p4.4.s,0.5,100,4,57.50,57.50,222.41,709.00,0.007
p4.4.s,0.6,100,4,57.50,57.50,228.47,701.00,0.007
p4.4.s,0.7,100,4,57.50,57.26,220.38,634.00,0.006
p4.4.s,0.8,100,4,57.50,57.47,220.65,538.00,0.007
p4.4.s,0.9,100,4,57.50,55.75,202.29,580.00,0.006
p4.4.s,1,100,4,57.50,57.30,197.81,571.00,0.006
p3.3.n,0,33,3,26.70,26.51,79.10,450.00,0.001
p3.3.n,0.1,33,3,26.70,26.50,78.13,470.00,0.001
p3.3.n,0.2,33,3,26.70,26.50,78.13,470.00,0.001
p3.3.n,0.3,33,3,26.70,26.50,78.13,470.00,0.001
p3.3.n,0.4,33,3,26.70,26.50,78.13,470.00,0.001
p3.3.n,0.5,33,3,26.70,26.50,78.13,470.00,0.001
p3.3.n,0.6,33,3,26.70,26.50,78.13,470.00,0.001
p3.3.n,0.7,33,3,26.70,26.55,78.78,460.00,0.001
p3.3.n,0.8,33,3,26.70,26.49,78.13,440.00,0.001
p3.3.n,0.9,33,3,26.70,26.49,78.54,450.00,0.001
p3.3.n,1,33,3,26.70,26.50,73.07,450.00,0.001
p1.3.p,0,32,3,25.00,24.92,73.97,135.00,0.001
p1.3.p,0.1,32,3,25.00,24.95,72.48,165.00,0.001
p1.3.p,0.2,32,3,25.00,24.95,72.48,165.00,0.001
p1.3.p,0.3,32,3,25.00,24.95,72.48,165.00,0.001
p1.3.p,0.4,32,3,25.00,24.95,72.48,165.00,0.001
p1.3.p,0.5,32,3,25.00,24.95,72.48,165.00,0.001
p1.3.p,0.6,32,3,25.00,24.95,72.48,165.00,0.001
p1.3.p,0.7,32,3,25.00,24.95,72.48,165.00,0.001
p1.3.p,0.8,32,3,25.00,24.95,71.22,160.00,0.001
p1.3.p,0.9,32,3,25.00,24.95,71.22,160.00,0.001
p1.3.p,1,32,3,25.00,24.95,72.63,165.00,0.001
p5.2.i,0,66,2,22.50,22.42,44.36,375.00,0.003
p5.2.i,0.1,66,2,22.50,22.34,44.68,380.00,0.003
p5.2.i,0.2,66,2,22.50,22.34,44.68,380.00,0.003
p5.2.i,0.3,66,2,22.50,22.34,44.68,380.00,0.003
p5.2.i,0.4,66,2,22.50,22.34,44.68,380.00,0.003
p5.2.i,0.5,66,2,22.50,22.34,44.68,380.00,0.003
p5.2.i,0.6,66,2,22.50,22.34,44.68,380.00,0.003
p5.2.i,0.7,66,2,22.50,22.34,44.68,380.00,0.003
p5.2.i,0.8,66,2,22.50,22.34,44.68,380.00,0.003
p5.2.i,0.9,66,2,22.50,22.34,44.68,380.00,0.003
p5.2.i,1,66,2,22.50,22.34,44.68,380.00,0.003
p3.3.s,0,33,3,35.00,34.97,104.01,460.00,0.001
p3.3.s,0.1,33,3,35.00,34.80,102.91,540.00,0.001
p3.3.s,0.2,33,3,35.00,34.80,102.91,540.00,0.001
p3.3.s,0.3,33,3,35.00,34.80,102.91,540.00,0.001
p3.3.s,0.4,33,3,35.00,34.80,102.91,540.00,0.001
p3.3.s,0.5,33,3,35.00,34.80,102.91,540.00,0.001
p3.3.s,0.6,33,3,35.00,34.80,103.37,530.00,0.001
p3.3.s,0.7,33,3,35.00,34.95,103.62,530.00,0.001
p3.3.s,0.8,33,3,35.00,34.89,102.06,580.00,0.001
p3.3.s,0.9,33,3,35.00,34.89,91.59,490.00,0.001
p3.3.s,1,33,3,35.00,34.89,84.99,600.00,0.001
p2.4.a,0,21,4,3.80,0.00,0.00,0.00,0.000
p2.4.a,0.1,21,4,3.80,0.00,0.00,0.00,0.000
p2.4.a,0.2,21,4,3.80,0.00,0.00,0.00,0.000
p2.4.a,0.3,21,4,3.80,0.00,0.00,0.00,0.000
p2.4.a,0.4,21,4,3.80,0.00,0.00,0.00,0.000
p2.4.a,0.5,21,4,3.80,0.00,0.00,0.00,0.000
p2.4.a,0.6,21,4,3.80,0.00,0.00,0.00,0.000
p2.4.a,0.7,21,4,3.80,0.00,0.00,0.00,0.000
p2.4.a,0.8,21,4,3.80,0.00,0.00,0.00,0.000
p2.4.a,0.9,21,4,3.80,0.00,0.00,0.00,0.000
p2.4.a,1,21,4,3.80,0.00,0.00,0.00,0.000
p3.4.s,0,33,4,26.20,26.11,103.09,480.00,0.001
p3.4.s,0.1,33,4,26.20,25.89,101.12,530.00,0.001
p3.4.s,0.2,33,4,26.20,25.89,101.12,530.00,0.001
p3.4.s,0.3,33,4,26.20,25.89,101.12,530.00,0.001
p3.4.s,0.4,33,4,26.20,25.89,101.12,530.00,0.001
p3.4.s,0.5,33,4,26.20,25.89,101.12,530.00,0.001
p3.4.s,0.6,33,4,26.20,25.89,101.12,530.00,0.001
p3.4.s,0.7,33,4,26.20,26.11,102.19,500.00,0.001
p3.4.s,0.8,33,4,26.20,25.75,100.90,540.00,0.001
p3.4.s,0.9,33,4,26.20,25.75,98.85,490.00,0.001
p3.4.s,1,33,4,26.20,25.75,94.35,520.00,0.001
p4.2.q,0,100,2,105.00,104.93,209.68,473.00,0.023
p4.2.q,0.1,100,2,105.00,104.00,207.96,500.00,0.007
p4.2.q,0.2,100,2,105.00,104.96,209.87,652.00,0.007
p4.2.q,0.3,100,2,105.00,104.21,207.43,591.00,0.006
p4.2.q,0.4,100,2,105.00,103.64,207.07,693.00,0.006
p4.2.q,0.5,100,2,105.00,104.96,209.37,672.00,0.006
p4.2.q,0.6,100,2,105.00,104.37,185.03,569.00,0.006
p4.2.q,0.7,100,2,105.00,101.61,190.82,579.00,0.006
p4.2.q,0.8,100,2,105.00,98.93,197.45,617.00,0.006
p4.2.q,0.9,100,2,105.00,95.89,190.85,679.00,0.006
p4.2.q,1,100,2,105.00,97.82,183.93,609.00,0.006
p5.3.w,0,66,3,38.30,38.28,113.71,790.00,0.003
p5.3.w,0.1,66,3,38.30,26.68,79.41,975.00,0.002
p5.3.w,0.2,66,3,38.30,26.68,79.41,975.00,0.002
p5.3.w,0.3,66,3,38.30,26.68,79.41,975.00,0.002
p5.3.w,0.4,66,3,38.30,26.68,79.41,975.00,0.002
p5.3.w,0.5,66,3,38.30,26.68,79.41,975.00,0.002
p5.3.w,0.6,66,3,38.30,26.68,79.41,975.00,0.002
p5.3.w,0.7,66,3,38.30,26.68,79.41,975.00,0.002
p5.3.w,0.8,66,3,38.30,26.68,79.41,975.00,0.002
p5.3.w,0.9,66,3,38.30,26.68,79.41,975.00,0.002
p5.3.w,1,66,3,38.30,26.68,79.41,975.00,0.002
p4.4.t,0,100,4,60.00,59.94,238.47,577.00,0.007
p4.4.t,0.1,100,4,60.00,59.82,234.40,707.00,0.007
p4.4.t,0.2,100,4,60.00,59.89,238.52,668.00,0.007
p4.4.t,0.3,100,4,60.00,59.99,239.25,732.00,0.007
p4.4.t,0.4,100,4,60.00,59.94,233.33,754.00,0.006
p4.4.t,0.5,100,4,60.00,59.51,235.94,780.00,0.006
p4.4.t,0.6,100,4,60.00,59.98,237.77,778.00,0.006
p4.4.t,0.7,100,4,60.00,59.91,234.96,652.00,0.006
p4.4.t,0.8,100,4,60.00,59.12,223.72,562.00,0.006
p4.4.t,0.9,100,4,60.00,55.75,206.49,591.00,0.006
p4.4.t,1,100,4,60.00,59.95,210.98,555.00,0.006
p6.4.i,0,64,4,13.80,0.00,0.00,0.00,0.002
p6.4.i,0.1,64,4,13.80,0.00,0.00,0.00,0.002
p6.4.i,0.2,64,4,13.80,0.00,0.00,0.00,0.002
p6.4.i,0.3,64,4,13.80,0.00,0.00,0.00,0.002
p6.4.i,0.4,64,4,13.80,0.00,0.00,0.00,0.002
p6.4.i,0.5,64,4,13.80,0.00,0.00,0.00,0.002
p6.4.i,0.6,64,4,13.80,0.00,0.00,0.00,0.002
p6.4.i,0.7,64,4,13.80,0.00,0.00,0.00,0.002
p6.4.i,0.8,64,4,13.80,0.00,0.00,0.00,0.002
p6.4.i,0.9,64,4,13.80,0.00,0.00,0.00,0.002
p6.4.i,1,64,4,13.80,0.00,0.00,0.00,0.002
p7.4.g,0,102,4,35.00,33.80,128.70,197.00,0.006
p7.4.g,0.1,102,4,35.00,33.80,128.70,197.00,0.006
p7.4.g,0.2,102,4,35.00,34.79,134.30,198.00,0.006
p7.4.g,0.3,102,4,35.00,34.79,134.30,198.00,0.006
p7.4.g,0.4,102,4,35.00,34.79,127.15,192.00,0.007
p7.4.g,0.5,102,4,35.00,34.79,127.15,192.00,0.006
p7.4.g,0.6,102,4,35.00,33.80,124.81,195.00,0.006
p7.4.g,0.7,102,4,35.00,33.80,124.81,195.00,0.006
p7.4.g,0.8,102,4,35.00,33.80,124.91,198.00,0.006
p7.4.g,0.9,102,4,35.00,34.79,125.83,178.00,0.006
p7.4.g,1,102,4,35.00,34.79,124.77,162.00,0.019
p5.3.d,0,66,3,6.70,6.50,19.46,60.00,0.002
p5.3.d,0.1,66,3,6.70,6.50,19.49,60.00,0.002
p5.3.d,0.2,66,3,6.70,6.50,19.49,60.00,0.002
p5.3.d,0.3,66,3,6.70,6.50,19.49,60.00,0.002
p5.3.d,0.4,66,3,6.70,6.50,19.49,60.00,0.002
p5.3.d,0.5,66,3,6.70,6.50,19.49,60.00,0.002
p5.3.d,0.6,66,3,6.70,6.50,19.49,60.00,0.002
p5.3.d,0.7,66,3,6.70,6.50,19.49,60.00,0.002
p5.3.d,0.8,66,3,6.70,6.50,19.49,60.00,0.002
p5.3.d,0.9,66,3,6.70,6.50,19.49,60.00,0.002
p5.3.d,1,66,3,6.70,6.50,19.49,60.00,0.002
p7.2.f,0,102,2,60.00,58.18,115.41,228.00,0.007
p7.2.f,0.1,102,2,60.00,59.97,117.20,269.00,0.007
p7.2.f,0.2,102,2,60.00,59.89,117.34,269.00,0.007
p7.2.f,0.3,102,2,60.00,58.29,116.28,276.00,0.007
p7.2.f,0.4,102,2,60.00,59.40,117.39,273.00,0.007
p7.2.f,0.5,102,2,60.00,59.96,118.91,272.00,0.007
p7.2.f,0.6,102,2,60.00,60.00,119.86,269.00,0.007
p7.2.f,0.7,102,2,60.00,60.00,119.99,251.00,0.007
p7.2.f,0.8,102,2,60.00,60.00,116.55,254.00,0.007
p7.2.f,0.9,102,2,60.00,59.99,118.12,250.00,0.008
p7.2.f,1,102,2,60.00,59.45,115.25,243.00,0.009
p6.2.l,0,64,2,35.00,34.97,69.48,504.00,0.003
p6.2.l,0.1,64,2,35.00,34.12,66.78,774.00,0.002
p6.2.l,0.2,64,2,35.00,34.12,66.78,774.00,0.003
p6.2.l,0.3,64,2,35.00,34.12,66.78,774.00,0.003
p6.2.l,0.4,64,2,35.00,34.78,69.40,900.00,0.002
p6.2.l,0.5,64,2,35.00,34.61,68.10,882.00,0.002
p6.2.l,0.6,64,2,35.00,34.61,68.10,882.00,0.002
p6.2.l,0.7,64,2,35.00,34.61,68.10,882.00,0.002
p6.2.l,0.8,64,2,35.00,34.61,67.75,864.00,0.002
p6.2.l,0.9,64,2,35.00,34.61,67.75,864.00,0.002
p6.2.l,1,64,2,35.00,28.14,54.61,594.00,0.003
p2.4.h,0,21,4,8.80,8.70,17.30,110.00,0.000
p2.4.h,0.1,21,4,8.80,8.70,17.30,110.00,0.000
p2.4.h,0.2,21,4,8.80,8.70,17.30,110.00,0.000
p2.4.h,0.3,21,4,8.80,8.70,17.30,110.00,0.000
p2.4.h,0.4,21,4,8.80,8.70,17.30,110.00,0.000
p2.4.h,0.5,21,4,8.80,8.70,17.30,110.00,0.000
p2.4.h,0.6,21,4,8.80,8.70,17.30,110.00,0.000
p2.4.h,0.7,21,4,8.80,8.70,17.30,110.00,0.000
p2.4.h,0.8,21,4,8.80,8.70,17.30,110.00,0.000
p2.4.h,0.9,21,4,8.80,8.60,20.63,120.00,0.000
p2.4.h,1,21,4,8.80,8.60,16.35,95.00,0.000
p3.3.t,0,33,3,36.70,36.48,108.56,540.00,0.001
p3.3.t,0.1,33,3,36.70,36.55,105.10,590.00,0.001
p3.3.t,0.2,33,3,36.70,36.55,105.10,590.00,0.001
p3.3.t,0.3,33,3,36.70,36.55,105.10,590.00,0.001
p3.3.t,0.4,33,3,36.70,36.55,105.10,590.00,0.001
p3.3.t,0.5,33,3,36.70,36.55,105.10,590.00,0.001
p3.3.t,0.6,33,3,36.70,36.57,108.88,610.00,0.001
p3.3.t,0.7,33,3,36.70,35.99,106.34,600.00,0.001
p3.3.t,0.8,33,3,36.70,36.17,105.76,610.00,0.001
p3.3.t,0.9,33,3,36.70,36.00,97.40,550.00,0.001
p3.3.t,1,33,3,36.70,36.01,98.87,650.00,0.001
p5.3.c,0,66,3,5.00,4.92,9.84,20.00,0.002
p5.3.c,0.1,66,3,5.00,4.92,9.84,20.00,0.002
p5.3.c,0.2,66,3,5.00,4.92,9.84,20.00,0.003
p5.3.c,0.3,66,3,5.00,4.92,9.84,20.00,0.002
p5.3.c,0.4,66,3,5.00,4.92,9.84,20.00,0.002
p5.3.c,0.5,66,3,5.00,4.92,9.84,20.00,0.002
p5.3.c,0.6,66,3,5.00,4.92,9.84,20.00,0.002
p5.3.c,0.7,66,3,5.00,4.92,9.84,20.00,0.002
p5.3.c,0.8,66,3,5.00,4.92,9.84,20.00,0.002
p5.3.c,0.9,66,3,5.00,4.92,9.84,20.00,0.002
p5.3.c,1,66,3,5.00,4.92,9.84,20.00,0.002
p3.4.k,0,33,4,16.20,16.20,63.83,280.00,0.001
p3.4.k,0.1,33,4,16.20,16.20,63.13,310.00,0.001
p3.4.k,0.2,33,4,16.20,16.20,63.13,310.00,0.001
p3.4.k,0.3,33,4,16.20,16.20,63.13,310.00,0.001
p3.4.k,0.4,33,4,16.20,16.20,63.13,310.00,0.001
p3.4.k,0.5,33,4,16.20,16.20,63.13,310.00,0.001
p3.4.k,0.6,33,4,16.20,16.20,63.13,310.00,0.001
p3.4.k,0.7,33,4,16.20,16.20,63.13,310.00,0.001
p3.4.k,0.8,33,4,16.20,16.20,63.13,310.00,0.001
p3.4.k,0.9,33,4,16.20,16.20,61.67,290.00,0.001
p3.4.k,1,33,4,16.20,16.20,58.84,290.00,0.001
p3.3.a,0,33,3,5.00,4.58,4.58,20.00,0.001
p3.3.a,0.1,33,3,5.00,4.84,4.84,20.00,0.001
p3.3.a,0.2,33,3,5.00,4.84,4.84,20.00,0.001
p3.3.a,0.3,33,3,5.00,4.84,4.84,20.00,0.000
p3.3.a,0.4,33,3,5.00,4.84,4.84,20.00,0.000
p3.3.a,0.5,33,3,5.00,4.84,4.84,20.00,0.000
p3.3.a,0.6,33,3,5.00,4.84,4.84,20.00,0.000
p3.3.a,0.7,33,3,5.00,4.84,4.84,20.00,0.001
p3.3.a,0.8,33,3,5.00,4.84,4.84,20.00,0.001
p3.3.a,0.9,33,3,5.00,4.84,4.84,20.00,0.001
p3.3.a,1,33,3,5.00,4.84,4.84,20.00,0.001
p1.2.g,0,32,2,17.50,17.48,34.22,70.00,0.001
p1.2.g,0.1,32,2,17.50,17.43,34.77,70.00,0.001
p1.2.g,0.2,32,2,17.50,17.43,34.77,70.00,0.001
p1.2.g,0.3,32,2,17.50,17.43,34.77,70.00,0.001
p1.2.g,0.4,32,2,17.50,17.43,34.77,70.00,0.001
p1.2.g,0.5,32,2,17.50,17.43,34.77,70.00,0.001
p1.2.g,0.6,32,2,17.50,17.43,34.77,70.00,0.001
p1.2.g,0.7,32,2,17.50,17.43,34.77,70.00,0.001
p1.2.g,0.8,32,2,17.50,17.43,34.77,70.00,0.001
p1.2.g,0.9,32,2,17.50,17.48,34.81,70.00,0.001
p1.2.g,1,32,2,17.50,17.48,33.97,60.00,0.001
p7.4.s,0,102,4,95.00,94.78,374.49,596.00,0.008
p7.4.s,0.1,102,4,95.00,94.86,377.74,623.00,0.008
p7.4.s,0.2,102,4,95.00,94.98,378.36,672.00,0.007
p7.4.s,0.3,102,4,95.00,94.98,356.16,665.00,0.007
p7.4.s,0.4,102,4,95.00,94.91,373.77,684.00,0.007
p7.4.s,0.5,102,4,95.00,94.88,373.24,743.00,0.007
p7.4.s,0.6,102,4,95.00,94.92,377.29,691.00,0.007
p7.4.s,0.7,102,4,95.00,94.87,376.82,696.00,0.007
p7.4.s,0.8,102,4,95.00,94.95,377.95,669.00,0.007
p7.4.s,0.9,102,4,95.00,94.95,378.49,700.00,0.007
p7.4.s,1,102,4,95.00,94.18,341.00,608.00,0.007
p2.2.b,0,21,2,10.00,9.26,17.96,120.00,0.000
p2.2.b,0.1,21,2,10.00,9.13,17.73,120.00,0.000
p2.2.b,0.2,21,2,10.00,9.13,17.73,120.00,0.000
p2.2.b,0.3,21,2,10.00,9.13,17.73,120.00,0.000
p2.2.b,0.4,21,2,10.00,9.13,17.73,120.00,0.000
p2.2.b,0.5,21,2,10.00,9.13,17.73,120.00,0.000
p2.2.b,0.6,21,2,10.00,9.13,17.73,120.00,0.000
p2.2.b,0.7,21,2,10.00,9.13,17.73,120.00,0.000
p2.2.b,0.8,21,2,10.00,9.13,17.73,120.00,0.000
p2.2.b,0.9,21,2,10.00,9.51,18.66,120.00,0.000
p2.2.b,1,21,2,10.00,9.36,17.96,120.00,0.000
p3.4.r,0,33,4,25.00,24.95,98.40,430.00,0.001
p3.4.r,0.1,33,4,25.00,24.24,94.61,470.00,0.001
p3.4.r,0.2,33,4,25.00,24.24,94.61,470.00,0.001
p3.4.r,0.3,33,4,25.00,24.24,94.61,470.00,0.001
p3.4.r,0.4,33,4,25.00,24.24,94.61,470.00,0.001
p3.4.r,0.5,33,4,25.00,24.24,94.61,470.00,0.001
p3.4.r,0.6,33,4,25.00,24.24,94.61,470.00,0.001
p3.4.r,0.7,33,4,25.00,24.91,96.87,480.00,0.001
p3.4.r,0.8,33,4,25.00,24.92,95.98,460.00,0.001
p3.4.r,0.9,33,4,25.00,24.92,82.90,450.00,0.001
p3.4.r,1,33,4,25.00,24.24,76.16,470.00,0.001
p2.4.g,0,21,4,8.00,7.62,19.32,105.00,0.000
p2.4.g,0.1,21,4,8.00,7.62,19.32,105.00,0.000
p2.4.g,0.2,21,4,8.00,7.62,19.32,105.00,0.000
p2.4.g,0.3,21,4,8.00,7.62,19.32,105.00,0.000
p2.4.g,0.4,21,4,8.00,7.62,19.32,105.00,0.000
p2.4.g,0.5,21,4,8.00,7.62,19.32,105.00,0.000
p2.4.g,0.6,21,4,8.00,7.62,19.32,105.00,0.000
p2.4.g,0.7,21,4,8.00,7.62,19.32,105.00,0.000
p2.4.g,0.8,21,4,8.00,7.62,19.32,105.00,0.000
p2.4.g,0.9,21,4,8.00,7.67,20.92,105.00,0.000
p2.4.g,1,21,4,8.00,7.67,20.92,105.00,0.000
p4.3.c,0,100,3,23.30,23.25,67.29,142.00,0.007
p4.3.c,0.1,100,3,23.30,23.25,68.47,142.00,0.007
p4.3.c,0.2,100,3,23.30,23.25,68.47,142.00,0.006
p4.3.c,0.3,100,3,23.30,23.26,69.71,138.00,0.007
p4.3.c,0.4,100,3,23.30,23.26,69.71,138.00,0.006
p4.3.c,0.5,100,3,23.30,23.26,69.71,138.00,0.006
p4.3.c,0.6,100,3,23.30,23.26,69.73,138.00,0.007
p4.3.c,0.7,100,3,23.30,23.14,67.18,118.00,0.008
p4.3.c,0.8,100,3,23.30,23.14,68.44,130.00,0.024
p4.3.c,0.9,100,3,23.30,23.14,68.44,130.00,0.006
p4.3.c,1,100,3,23.30,23.14,68.44,130.00,0.006
p4.2.a,0,100,2,25.00,24.79,49.58,130.00,0.007
p4.2.a,0.1,100,2,25.00,24.81,49.60,135.00,0.006
p4.2.a,0.2,100,2,25.00,24.99,49.80,130.00,0.007
p4.2.a,0.3,100,2,25.00,24.99,49.80,130.00,0.007
p4.2.a,0.4,100,2,25.00,24.99,49.80,130.00,0.006
p4.2.a,0.5,100,2,25.00,24.99,49.02,118.00,0.006
p4.2.a,0.6,100,2,25.00,24.99,48.91,128.00,0.006
p4.2.a,0.7,100,2,25.00,24.99,48.64,124.00,0.006
p4.2.a,0.8,100,2,25.00,24.55,48.20,90.00,0.007
p4.2.a,0.9,100,2,25.00,24.75,49.29,100.00,0.007
p4.2.a,1,100,2,25.00,23.14,45.96,98.00,0.007
p5.2.w,0,66,2,57.50,57.49,114.69,875.00,0.003
p5.2.w,0.1,66,2,57.50,52.43,103.50,1390.00,0.002
p5.2.w,0.2,66,2,57.50,52.43,103.50,1390.00,0.002
p5.2.w,0.3,66,2,57.50,52.43,103.50,1390.00,0.003
p5.2.w,0.4,66,2,57.50,52.43,103.50,1390.00,0.002
